College,Degree Type,State/Country,Accreditation,Latitude,Longitude
Pontificia Universidad Catolica de Puerto Rico,Baccalaureate,Puerto Rico,Accredited,18.44599505,-66.67942258578304
Pontificia Universidad Catolica de Puerto Rico,Master’s,Puerto Rico,Accredited,18.44599505,-66.67942258578304
Universidad Ana G. Mendez – Carolina Campus,Associate,Puerto Rico,Accredited,-1,-1
Universidad Ana G. Mendez – Carolina Campus,Baccalaureate,Puerto Rico,Accredited,-1,-1
Universidad Ana G. Mendez – Cupey Campus,Associate,Puerto Rico,Accredited,-1,-1
Universidad Ana G. Mendez – Cupey Campus,Baccalaureate,Puerto Rico,Accredited,-1,-1
Universidad Ana G. Mendez – Cupey Campus,Master’s,Puerto Rico,Accredited,-1,-1
Universidad de Puerto Rico en Arecibo,Associate,Puerto Rico,Accredited,-1,-1
Universidad de Puerto Rico en Arecibo,Baccalaureate,Puerto Rico,Accredited,-1,-1
Universidad de Puerto Rico en Humacao,Baccalaureate,Puerto Rico,Accredited,-1,-1
University of Puerto Rico at Mayaguez,Baccalaureate,Puerto Rico,Accredited,18.2138235,-67.14256802417052
Community College of Rhode Island,Associate,Rhode Island,Accredited,41.8979117,-71.45531186862678
New England Institute of Technology,Associate,Rhode Island,Accredited,41.6602712,-71.50135499179412
New England Institute of Technology,Baccalaureate,Rhode Island,Accredited,41.6602712,-71.50135499179412
New England Institute of Technology,Master’s,Rhode Island,Accredited,41.6602712,-71.50135499179412
Aiken Technical College,Associate,South Carolina,Accredited,33.534357299999996,-81.84271082150661
Central Carolina Technical College,Associate,South Carolina,Accredited,33.9332125,-80.3709144
Charleston Southern University,Baccalaureate,South Carolina,Accredited,32.9826445,-80.07109661611514
Charleston Southern University,Master’s/Post-Master’s Certificate,South Carolina,Accredited,32.9826445,-80.07109661611514
Coastal Carolina University,Baccalaureate,South Carolina,Accredited,33.7953292,-79.01274319680836
Florence-Darlington Technical College,Associate,South Carolina,Accredited,34.2437648,-79.815062
Galen College of Nursing – Myrtle Beach,Associate,South Carolina,Accredited,-1,-1
Greenville Technical College,Associate,South Carolina,Accredited,34.8257854,-82.3706599
Horry-Georgetown Technical College,Associate,South Carolina,Accredited,33.7949622,-79.00293086060555
Midlands Technical College,Associate,South Carolina,Accredited,33.9883421,-80.9804921
Orangeburg-Calhoun Technical College,Associate,South Carolina,Accredited,33.5454313,-80.8289803
Piedmont Technical College,Associate,South Carolina,Accredited,34.293579,-81.60408960240983
Spartanburg Community College,Associate,South Carolina,Accredited,34.97539275,-81.99171437543623
Technical College of the Lowcountry,Associate,South Carolina,Accredited,32.419981500000006,-80.69034255166392
Tri-County Technical College,Associate,South Carolina,Accredited,34.641816250000005,-82.79064609336282
Trident Technical College,Associate,South Carolina,Accredited,32.9257293,-80.0309214
York Technical College,Associate,South Carolina,Accredited,34.9343908,-80.9940842541939
Lake Area Technical College,Associate,South Dakota,Accredited,-1,-1
Southeast Technical College,Associate,South Dakota,Accredited,43.56844015,-96.78153024963281
Austin Peay State University,Master’s,Tennessee,Accredited,36.53429654999999,-87.35430854440321
Chattanooga State Community College,Associate,Tennessee,Accredited,35.099130450000004,-85.23918538935064
Cleveland State Community College,Associate,Tennessee,Accredited,35.2012583,-84.8787527
Columbia State Community College,Associate,Tennessee,Accredited,35.6170163,-87.1002846
Dyersburg State Community College,Associate,Tennessee,Accredited,36.0479051,-89.3895771
Fortis Institute – Cookeville,Associate,Tennessee,Accredited,36.1432025,-85.47871080229805
Fortis Institute – Nashville,Associate,Tennessee,Accredited,-1,-1
Galen College of Nursing – Nashville,Associate,Tennessee,Accredited,-1,-1
Jackson State Community College,Associate,Tennessee,Accredited,35.6450712,-88.7806129
Lincoln Memorial University,Associate,Tennessee,Accredited,36.5718381,-83.66162404836976
Lincoln Memorial University,Baccalaureate,Tennessee,Accredited,36.5718381,-83.66162404836976
Lincoln Memorial University,Master’s/Post-Master’s Certificate,Tennessee,Accredited,36.5718381,-83.66162404836976
Lincoln Memorial University,Clinical Doctorate,Tennessee,Accredited,36.5718381,-83.66162404836976
Lipscomb University,Baccalaureate,Tennessee,Accredited,36.10507165,-86.79864091820343
Motlow State Community College,Associate,Tennessee,Accredited,35.702121,-85.7440632
Nashville State Community College,Associate,Tennessee,Accredited,36.552476,-87.3270379
Northeast State Community College,Associate,Tennessee,Accredited,36.48545445,-82.4074253531735
Pellissippi State Community College,Associate,Tennessee,Accredited,35.94873765,-84.16583156231657
Roane State Community College,Associate,Tennessee,Accredited,36.3533476,-84.16021878084219
Southern Adventist University,Associate,Tennessee,Accredited,35.0475044,-85.04929722530332
Southern Adventist University,Baccalaureate,Tennessee,Accredited,35.0475044,-85.04929722530332
Southern Adventist University,Master’s/Post-Master’s Certificate,Tennessee,Accredited,35.0475044,-85.04929722530332
Southern Adventist University,Clinical Doctorate,Tennessee,Accredited,35.0475044,-85.04929722530332
Southwest Tennessee Community College,Associate,Tennessee,Accredited,35.1616518,-89.8663467
Tennessee State University,Baccalaureate,Tennessee,Accredited,36.167944250000005,-86.82710485760109
Tennessee State University,Master’s/Post-Master’s Certificate,Tennessee,Accredited,36.167944250000005,-86.82710485760109
University of Tennessee at Martin,Baccalaureate,Tennessee,Accredited,36.3414523,-88.8642273
Volunteer State Community College,Associate,Tennessee,Accredited,36.3628263,-86.4972163
Walters State Community College,Associate,Tennessee,Accredited,36.2148666,-83.2620644131003
Alvin Community College,Associate,Texas,Accredited,29.3962,-95.2402
Amarillo College,Associate,Texas,Accredited,35.18932685,-101.84684825513963
Austin Community College,Associate,Texas,Accredited,30.5885724,-97.8493509017782
Austin Community College,Baccalaureate,Texas,Accredited,30.5885724,-97.8493509017782
Baptist Health System School of Health Professions,Associate,Texas,Accredited,-1,-1
Baptist Health System School of Health Professions,Baccalaureate,Texas,Accredited,-1,-1
Blinn College,Associate,Texas,Accredited,30.160314,-96.40784123102146
Central Texas College,Associate,Texas,Accredited,31.114021100000002,-97.81079496957695
College of the Mainland,Associate,Texas,Accredited,29.39543485,-94.99965225177493
Collin County Community College District,Associate,Texas,Accredited,-1,-1
Collin County Community College District,Baccalaureate,Texas,Accredited,-1,-1
Covenant Medical Center,Diploma,Texas,Accredited,33.57689345,-101.89211173098738
Dallas College,Associate,Texas,Accredited,32.91458925,-96.88766095627244
Del Mar College,Associate,Texas,Accredited,27.76260155,-97.41159639189806
El Paso Community College,Associate,Texas,Accredited,31.7641283,-106.493493
Galen College of Nursing – San Antonio,Associate,Texas,Accredited,29.5076482,-98.5856419
Galveston College,Associate,Texas,Accredited,29.28443095,-94.80792406790185
Grayson College,Associate,Texas,Accredited,33.705145349999995,-96.6322692976122
Grayson College,Baccalaureate,Texas,Accredited,33.705145349999995,-96.6322692976122
Houston Christian University,Baccalaureate,Texas,Accredited,-1,-1
Howard College,Associate,Texas,Accredited,32.2528677,-101.44774634799853
Kilgore College,Associate,Texas,Accredited,32.3784338,-94.8695789
Lamar University,Master’s,Texas,Accredited,30.03889465,-94.07589293260585
Lamar University,Baccalaureate,Texas,Accredited,30.03889465,-94.07589293260585
Laredo College,Associate,Texas,Accredited,27.5082224,-99.52172655321476
Laredo College,Baccalaureate,Texas,Accredited,27.5082224,-99.52172655321476
Lee College,Associate,Texas,Accredited,29.733282799999998,-94.97626892630575
Lone Star College – Cy Fair,Associate,Texas,Accredited,-1,-1
Lone Star College – Kingwood,Associate,Texas,Accredited,30.0551035,-95.26087782902835
Lone Star College – Montgomery,Associate,Texas,Accredited,30.210434749999997,-95.46755194098856
Lone Star College – North Harris,Associate,Texas,Accredited,30.0024774,-95.38393761152511
Lone Star College – The Woodlands,Baccalaureate,Texas,Accredited,30.210434749999997,-95.46755194098856
Lone Star College – Tomball,Associate,Texas,Accredited,30.1112155,-95.644661414058
Lubbock Christian University,Baccalaureate,Texas,Accredited,33.5728996,-101.93544006571784
Lubbock Christian University,Master’s,Texas,Accredited,33.5728996,-101.93544006571784
McLennan Community College,Associate,Texas,Accredited,31.59059865,-97.1713209335767
Navarro College,Associate,Texas,Accredited,32.07635195,-96.50095605144463
North Central Texas College,Associate,Texas,Accredited,33.21405585,-97.12930423335618
Odessa College,Associate,Texas,Accredited,31.86651325,-102.37874923178566
Panola College,Associate,Texas,Accredited,32.155886,-94.35601354923232
Paris Junior College,Associate,Texas,Accredited,33.649358050000004,-95.52944308093976
Prairie View A&M University,Baccalaureate,Texas,Accredited,30.09609545,-95.9870006795148
Prairie View A&M University,Master’s/Post-Master’s Certificate,Texas,Accredited,30.09609545,-95.9870006795148
San Antonio College,Associate,Texas,Accredited,29.44657075,-98.49677413658307
San Antonio College,Baccalaureate,Texas,Accredited,29.44657075,-98.49677413658307
San Jacinto College – Central Campus,Associate,Texas,Accredited,29.65708235,-95.1132235886596
San Jacinto College – Central Campus,Baccalaureate,Texas,Accredited,29.65708235,-95.1132235886596
San Jacinto College – South Campus,Associate,Texas,Accredited,29.5803659,-95.20210308617017
South Plains College,Associate,Texas,Accredited,33.57663275,-102.36363847180043
South Texas College,Associate,Texas,Accredited,30.6046302,-96.3019062
South Texas College,Baccalaureate,Texas,Accredited,30.6046302,-96.3019062
Stephen F. Austin State University,Baccalaureate,Texas,Accredited,31.62355395,-94.64344493798868
Stephen F. Austin State University,Master’s,Texas,Accredited,31.62355395,-94.64344493798868
Tarrant County College,Associate,Texas,Accredited,32.97973255,-97.3129042119206
Temple College,Associate,Texas,Accredited,31.0720495,-97.34881108799073
Texarkana College,Associate,Texas,Accredited,33.4621842,-94.3364903
Texas A&M International University,Master’s,Texas,Accredited,27.5727681,-99.4351153
Texas A&M International University,Baccalaureate,Texas,Accredited,27.5727681,-99.4351153
Trinity Valley Community College,Associate,Texas,Accredited,32.194879150000006,-95.8597669972054
University of Houston – Clear Lake,Baccalaureate,Texas,Accredited,29.580676699999998,-95.09699967166483
Victoria College,Associate,Texas,Accredited,28.8155588,-96.9814539
Wayland Baptist University,Baccalaureate,Texas,Accredited,33.6083504,-101.90734304749716
Wayland Baptist University,Master’s,Texas,Accredited,33.6083504,-101.90734304749716
Weatherford College,Associate,Texas,Accredited,32.7396546,-97.7894707
Weatherford College,Baccalaureate,Texas,Accredited,32.7396546,-97.7894707
Fortis College – Salt Lake City,Associate,Utah,Accredited,-1,-1
"Joyce University of Nursing and
Health Sciences",Associate,Utah,Accredited,-1,-1
Salt Lake Community College,Associate,Utah,Accredited,40.672660199999996,-111.94369974661447
Snow College,Associate,Utah,Accredited,39.360545349999995,-111.58066719389178
Utah State University,Associate,Utah,Accredited,41.752695900000006,-111.808733045283
Utah State University,Baccalaureate,Utah,Accredited,41.752695900000006,-111.808733045283
Utah Tech University,Associate,Utah,Accredited,37.10300985,-113.56533540243154
Utah Tech University,Baccalaureate,Utah,Accredited,37.10300985,-113.56533540243154
Utah Valley University,Baccalaureate,Utah,Accredited,40.27941055,-111.71788683218048
Utah Valley University,Associate,Utah,Accredited,40.27941055,-111.71788683218048
Utah Valley University,Master’s,Utah,Accredited,40.27941055,-111.71788683218048
Weber State University,Associate,Utah,Accredited,41.1887229,-111.94560279184958
Weber State University,Baccalaureate,Utah,Accredited,41.1887229,-111.94560279184958
Weber State University,Master’s/Post-Master’s Certificate,Utah,Accredited,41.1887229,-111.94560279184958
Weber State University,Clinical Doctorate,Utah,Accredited,41.1887229,-111.94560279184958
Blue Ridge Community College,Associate,Virginia,Accredited,38.278834950000004,-78.93940520368417
Brightpoint Community College,Associate,Virginia,Accredited,37.4893518,-77.66493961252067
Bryant & Stratton College – Hampton,Associate,Virginia,Accredited,-1,-1
Bryant & Stratton College – Richmond,Associate,Virginia,Accredited,-1,-1
Bryant & Stratton College – Virginia Beach,Associate,Virginia,Accredited,-1,-1
ECPI University – Manassas,Associate,Virginia,Accredited,-1,-1
ECPI University – Newport News,Baccalaureate,Virginia,Accredited,-1,-1
ECPI University – Newport News,Associate,Virginia,Accredited,-1,-1
ECPI University – Richmond,Associate,Virginia,Accredited,-1,-1
ECPI University – Roanoke,Associate,Virginia,Accredited,-1,-1
ECPI University – Virginia Beach,Associate,Virginia,Accredited,36.84235715,-76.17775297739831
Galen College of Nursing – Richmond,Associate,Virginia,Accredited,-1,-1
Germanna Community College – Locust Grove Campus,Associate,Virginia,Accredited,38.3752189,-77.78019
J Sargeant Reynolds Community College,Associate,Virginia,Accredited,37.6336527,-77.47638446628577
Laurel Ridge Community College,Associate,Virginia,Accredited,38.68269035,-77.78174962584131
Mountain Empire Community College,Associate,Virginia,Accredited,36.85421805,-82.75952119340553
Mountain Gateway Community College,Associate,Virginia,Accredited,-1,-1
Norfolk State University,Baccalaureate,Virginia,Accredited,36.8482215,-76.26296420861456
Northern Virginia Community College,Associate,Virginia,Accredited,38.8408718,-77.1144702810449
Patrick & Henry Community College,Associate,Virginia,Accredited,36.7388003,-79.87015846816121
Paul D. Camp Community College,Associate,Virginia,Accredited,36.67484495,-76.93873304778964
Piedmont Virginia Community College,Associate,Virginia,Accredited,38.0053571,-78.48898282695323
Rappahannock Community College,Associate,Virginia,Accredited,37.5641838,-76.6252969
Riverside College of Health Careers,Associate,Virginia,Accredited,37.0353487,-76.45611549452471
Riverside College of Health Careers,Baccalaureate,Virginia,Accredited,37.0353487,-76.45611549452471
Saint Michael College of Allied Health,Associate,Virginia,Accredited,-1,-1
Southside College of Health Sciences,Associate,Virginia,Accredited,-1,-1
Southside Virginia Community College,Associate,Virginia,Accredited,36.838651049999996,-77.91964140007872
Southwest Virginia Community College,Associate,Virginia,Accredited,37.00626045,-81.79698165088561
Tidewater Community College,Associate,Virginia,Accredited,36.78465625,-76.0986294274656
Virginia Highlands Community College,Associate,Virginia,Accredited,36.699040350000004,-82.00146823682351
Virginia Peninsula Community College,Associate,Virginia,Accredited,37.3370867,-76.75575488057143
Virginia Western Community College,Associate,Virginia,Accredited,37.2456868,-79.97326827634105
Wytheville Community College,Associate,Virginia,Accredited,36.95585575,-81.07147078640082
Bellingham Technical College,Associate,Washington,Accredited,48.7654008,-122.5109695
Big Bend Community College,Associate,Washington,Accredited,47.1831758,-119.327665
Clark College,Associate,Washington,Accredited,45.6342302,-122.65277828919852
Columbia Basin College,Associate,Washington,Accredited,46.2526594,-119.122254568886
Everett Community College,Associate,Washington,Accredited,48.005767000000006,-122.20262859522254
Grays Harbor College,Associate,Washington,Accredited,46.95515005,-123.80121709170206
Highline College,Associate,Washington,Accredited,47.388030349999994,-122.30247184838205
Lake Washington Institute of Technology,Associate,Washington,Accredited,47.7047684,-122.16732844735998
Lower Columbia College,Associate,Washington,Accredited,46.1423913,-122.93837803660205
Olympic College,Associate,Washington,Accredited,47.57488565,-122.63534334955762
Pierce College Puyallup,Associate,Washington,Accredited,47.157749,-122.27259470487462
Seattle College District,Associate,Washington,Accredited,47.60002405,-122.30376308697222
Shoreline Community College,Associate,Washington,Accredited,47.748975200000004,-122.35988494489598
Skagit Valley College,Associate,Washington,Accredited,48.437693249999995,-122.3101453526883
Spokane Community College,Associate,Washington,Accredited,47.67487835,-117.3576797316966
Tacoma Community College,Associate,Washington,Accredited,47.24747585,-122.52107246155842
Walla Walla Community College,Associate,Washington,Accredited,46.07927065,-118.27781375334305
Wenatchee Valley College,Associate,Washington,Accredited,47.4317109,-120.33668463001986
Whatcom Community College,Associate,Washington,Accredited,48.796112199999996,-122.4959568074672
Yakima Valley College,Associate,Washington,Accredited,46.5851248,-120.5281718
Blue Ridge Community and Technical College,Associate,West Virginia,Accredited,39.4356987,-78.00169537322262
Bluefield State College,Associate,West Virginia,Accredited,37.26666705,-81.23723498507192
BridgeValley Community & Technical College,Associate,West Virginia,Accredited,38.180169649999996,-81.3279363
Davis & Elkins College,Associate,West Virginia,Accredited,38.93325345,-79.84355971087138
Davis & Elkins College,Baccalaureate,West Virginia,Accredited,38.93325345,-79.84355971087138
Eastern West Virginia Community & Technical College,Associate,West Virginia,Accredited,39.0754201,-78.9325241137361
Fairmont State University,Associate,West Virginia,Accredited,39.48538535,-80.16187825061786
Marshall University,Baccalaureate,West Virginia,Accredited,38.42362575,-82.42740242682913
Marshall University,Master’s/Post-Master’s Certificate,West Virginia,Accredited,38.42362575,-82.42740242682913
Southern West Virginia Community and Technical College,Associate,West Virginia,Accredited,37.851508300000006,-82.02342068438176
St. Mary’s Hospital and Marshall University,Associate,West Virginia,Accredited,-1,-1
University of Charleston,Master’s,West Virginia,Accredited,38.34359565,-81.6147263315548
"University of Charleston, The",Baccalaureate,West Virginia,Accredited,-1,-1
"University of Charleston, The",Associate,West Virginia,Accredited,-1,-1
West Virginia Junior College – Charleston,Associate,West Virginia,Accredited,38.423248400000006,-81.7892344370901
West Virginia Junior College -Morgantown,Associate,West Virginia,Accredited,39.632441099999994,-79.95500732405472
West Virginia Northern Community College,Associate,West Virginia,Accredited,40.063321349999995,-80.72139714044957
West Virginia University at Parkersburg,Associate,West Virginia,Accredited,39.215595,-81.50671838453988
West Virginia University at Parkersburg,Baccalaureate,West Virginia,Accredited,39.215595,-81.50671838453988
Blackhawk Technical College,Associate,Wisconsin,Accredited,42.593078399999996,-89.01648984665727
Bryant & Stratton College – Milwaukee West,Associate,Wisconsin,Accredited,43.0431938,-88.05051126186102
Chippewa Valley Technical College,Associate,Wisconsin,Accredited,44.79289545,-91.50308126257497
Fox Valley Technical College,Associate,Wisconsin,Accredited,43.97057545,-88.54485254482327
Gateway Technical College,Associate,Wisconsin,Accredited,42.6063132,-87.8476903
Lakeshore Technical College,Associate,Wisconsin,Accredited,44.0140343,-87.71996543474725
Madison Area Technical College,Associate,Wisconsin,Accredited,43.037719100000004,-89.39558589570305
Mid-State Technical College,Associate,Wisconsin,Accredited,44.52469365,-89.58552379986554
Milwaukee Area Technical College,Associate,Wisconsin,Accredited,43.04437365,-87.92031411388143
Moraine Park Technical College,Associate,Wisconsin,Accredited,43.78578085,-88.41839481576297
Nicolet Area Technical College,Associate,Wisconsin,Accredited,45.60984995,-89.41708609257813
Northcentral Technical College,Associate,Wisconsin,Accredited,44.765644949999995,-90.30034175620497
Northeast Wisconsin Technical College,Associate,Wisconsin,Accredited,44.8385794,-87.3626717231488
Northwood Technical College,Associate,Wisconsin,Accredited,46.0199604,-91.4758834
Rasmussen University – Green Bay,Associate,Wisconsin,Accredited,-1,-1
Rasmussen University – Wausau,Associate,Wisconsin,Accredited,-1,-1
Southwest Wisconsin Technical College,Associate,Wisconsin,Accredited,42.976003500000004,-90.63637556474788
Waukesha County Technical College,Associate,Wisconsin,Accredited,43.072232,-88.2559265
Western Technical College,Associate,Wisconsin,Accredited,43.815571649999995,-91.2453458661876
Casper College,Associate,Wyoming,Accredited,42.8282385,-106.32835886208264
Central Wyoming College,Associate,Wyoming,Accredited,43.0302207,-108.42660471015559
Eastern Wyoming College,Associate,Wyoming,Accredited,42.0799207,-104.1910528
Laramie County Community College,Associate,Wyoming,Accredited,41.105960100000004,-104.77927274545735
Northern Wyoming Community College District,Associate,Wyoming,Accredited,-1,-1
Northwest College,Associate,Wyoming,Accredited,44.7631468,-108.76492947851358
Western Wyoming Community College,Associate,Wyoming,Accredited,41.59107755,-109.23653158007264
University of the District of Columbia,Baccalaureate,"Washington, DC",Accredited,38.9449357,-77.06631766394182
University of the Virgin Islands,Baccalaureate,Virgin Islands,Accredited,17.71687885,-64.79803418769836
University of Guam,Baccalaureate,Guam,Accredited,13.4323798,144.8029233
